product_img_id,product_id,product_img_url
612688,654066,https://iuhkart.blob.core.windows.net/product/3256805366111080-5
612682,654066,https://iuhkart.blob.core.windows.net/product/3256805366111080-3
612691,654066,https://iuhkart.blob.core.windows.net/product/3256805366111080-6
612685,654066,https://iuhkart.blob.core.windows.net/product/3256805366111080-4
612680,654066,https://iuhkart.blob.core.windows.net/product/3256805366111080-2
612694,654066,https://iuhkart.blob.core.windows.net/product/3256805366111080-1
612560,653813,https://iuhkart.blob.core.windows.net/product/3256805506416379-b1017-s
612624,653813,https://iuhkart.blob.core.windows.net/product/3256805506416379-b1473
612545,653813,https://iuhkart.blob.core.windows.net/product/3256805506416379-b1012-g
612610,653813,https://iuhkart.blob.core.windows.net/product/3256805506416379-b0145
612541,653813,https://iuhkart.blob.core.windows.net/product/3256805506416379-b1412-g
612549,653813,https://iuhkart.blob.core.windows.net/product/3256805506416379-b0347
612553,653813,https://iuhkart.blob.core.windows.net/product/3256805506416379-b0346
612538,653813,https://iuhkart.blob.core.windows.net/product/3256805506416379-b1412-s
612566,653813,https://iuhkart.blob.core.windows.net/product/3256805506416379-b1016-s
612596,653813,https://iuhkart.blob.core.windows.net/product/3256805506416379-b0560
212866,272411,https://iuhkart.blob.core.windows.net/product/3256806048599766-01
212869,272411,https://iuhkart.blob.core.windows.net/product/3256806048599766-02
212942,272529,https://iuhkart.blob.core.windows.net/product/3256804937476395-2-fork-1pcs
2431047,5085621,https://iuhkart.blob.core.windows.net/product/3256805222316096-khaki-xl
2431051,5085621,https://iuhkart.blob.core.windows.net/product/3256805222316096-khaki-m
2431053,5085621,https://iuhkart.blob.core.windows.net/product/3256805222316096-khaki-l
2431063,5085621,https://iuhkart.blob.core.windows.net/product/3256805222316096-green-m
2431055,5085621,https://iuhkart.blob.core.windows.net/product/3256805222316096-green-xl
2431057,5085621,https://iuhkart.blob.core.windows.net/product/3256805222316096-black-m
2431049,5085621,https://iuhkart.blob.core.windows.net/product/3256805222316096-green-l
2431059,5085621,https://iuhkart.blob.core.windows.net/product/3256805222316096-black-l
2431061,5085621,https://iuhkart.blob.core.windows.net/product/3256805222316096-black-xl
612647,670409,https://iuhkart.blob.core.windows.net/product/3256805792303982-brown
612634,670357,https://iuhkart.blob.core.windows.net/product/3256804573831717-grey-shoulder-bag-30x24x13cm
612636,670357,https://iuhkart.blob.core.windows.net/product/3256804573831717-khaki-shoulder-bag-30x24x13cm
612628,670357,https://iuhkart.blob.core.windows.net/product/3256804573831717-off-white-30x24x13cm
612631,670357,https://iuhkart.blob.core.windows.net/product/3256804573831717-black-shoulder-bag-30x24x13cm
