,product_img_id,product_id,product_img_url,is_main
0,181354,181353,https://ae01.alicdn.com/kf/S21db717e5bef484ca0c1ef958db2f392Q.jpg,True
1,181355,181353,https://ae01.alicdn.com/kf/S72a3eee5f981450dad97513054f73f1as.jpg,True
2,181356,181353,https://ae01.alicdn.com/kf/S6cb6b18888254fce9c526eb54b5dfd2fh.jpg,True
3,181357,181353,https://ae01.alicdn.com/kf/Sd9348ab06fa44adf8df4b26e6c7c43743.jpg,False
4,181358,181353,https://ae01.alicdn.com/kf/S60d7dcb4174e4031b3d332d2e20f9cc1T.jpg,False
5,181359,181353,https://ae01.alicdn.com/kf/Sd1568d3420db44d090d4f279bbe189ec9.jpg,False
6,181360,181353,https://ae01.alicdn.com/kf/Sd7c1a19d7a424a29818f57170ff3a720N.jpg,False
7,181361,181353,https://ae01.alicdn.com/kf/S56ec38c884234394a13ce055dd001157f.jpg,False
8,181362,181353,https://ae01.alicdn.com/kf/S154cc6a3a57f4c80a61970bac6ab8346i.jpg,False
9,181363,181353,https://ae01.alicdn.com/kf/Sd4331ec3b19a412d9432caa409c77cc7e.jpg,False
10,181364,181353,https://ae01.alicdn.com/kf/S07e026bce23943b58c800f9dcabddc8an.jpg,False
11,181365,181353,https://ae01.alicdn.com/kf/Sdf4a09737f2f4612948e6d7931571cca4.jpg,False
12,181366,181353,https://ae01.alicdn.com/kf/S0d58bcfbb4c84771b9882b74074266afL.jpg,False
13,181367,181353,https://ae01.alicdn.com/kf/HTB1_i.7MXXXXXXnXVXXq6xXFXXXW/111024045/HTB1_i.7MXXXXXXnXVXXq6xXFXXXW.jpg,False
14,181368,181353,https://ae01.alicdn.com/kf/HTB1MVBtMpXXXXXlXXXXq6xXFXXX6/111024045/HTB1MVBtMpXXXXXlXXXXq6xXFXXX6.jpg,False
15,181369,181353,https://ae01.alicdn.com/kf/HTB10oNmMpXXXXcNXXXXq6xXFXXXA/111024045/HTB10oNmMpXXXXcNXXXXq6xXFXXXA.jpg,False
16,181370,181353,https://ae01.alicdn.com/kf/HTB1ycBaMpXXXXaqXFXXq6xXFXXXl/111024045/HTB1ycBaMpXXXXaqXFXXq6xXFXXXl.jpg,False
17,277327,277326,https://ae01.alicdn.com/kf/S1764b2d80566483eb3d79e6fd0befce68.jpg,True
18,277328,277326,https://ae01.alicdn.com/kf/S2f533a7e487e4a3a9ea4ea08a25c96a8h.jpg,True
19,277329,277326,https://ae01.alicdn.com/kf/S6685cca74a4d4516b4d659c2658cd3d9Y.jpg,True
20,277330,277326,https://ae01.alicdn.com/kf/S6e4c14b03517464db7d897ad3720b432Q.jpg,False
21,277331,277326,https://ae01.alicdn.com/kf/S5a9de81ea7d242f1902da5164eca9d16D.jpg,False
22,277332,277326,https://ae01.alicdn.com/kf/Se64fe42678ce4b8db5bacf69ccc02311C.jpg,False
23,277333,277326,https://ae01.alicdn.com/kf/Secaf0dc16e2247e48f048485310994b51.jpg,False
24,277334,277326,https://ae01.alicdn.com/kf/S768ec00a5dce4d51a00fb7642afbfd9aI.jpg,False
25,277335,277326,https://ae01.alicdn.com/kf/S74df67bd10e946c086a0cea230dd9cedr.jpg,False
26,193267,193266,https://ae01.alicdn.com/kf/Sc0dd6430db58444b91b69f8c2c04a053u.jpg,True
27,193268,193266,https://ae01.alicdn.com/kf/S62cd995f81c14a42ae4703b6a28eac958.jpg,True
28,193269,193266,https://ae01.alicdn.com/kf/S487c7611e36e4396aae0fc081b0e15f4X.jpg,True
29,193270,193266,https://ae01.alicdn.com/kf/Sb000d49fb14d4a5db295a344a7f55a92e.jpg,False
30,193271,193266,https://ae01.alicdn.com/kf/Sf70832ba4e924042ba876ef380b94714D.jpg,False
31,193272,193266,https://ae01.alicdn.com/kf/S91afc523e9784a4d87033c7ca48378599.jpg,False
32,193273,193266,https://ae01.alicdn.com/kf/S8bf12d7236954532a1b2d65b8ae141ac8.jpg,False
33,193274,193266,https://ae01.alicdn.com/kf/S188a10ef04d44b2e842e25cd350c5249s.jpg,False
34,193275,193266,https://ae01.alicdn.com/kf/Saef60e5bc69d4cde96083b412aba1e00u.jpg,False
35,193276,193266,https://ae01.alicdn.com/kf/S412c4e69e7d94c22818998fef38b5903X.jpg,False
36,193277,193266,https://ae01.alicdn.com/kf/S60626e7c9a4b482c91d9b89d50a9f057E.jpg,False
37,193278,193266,https://ae01.alicdn.com/kf/S5f160868e6364b8fb9cec96fdf21f721t.jpg,False
38,193279,193266,https://ae01.alicdn.com/kf/Sb9b418cc16c642cdab0ab00da74a8f99x.jpg,False
39,193280,193266,https://ae01.alicdn.com/kf/Sb8d74ce41afe4281b51eced212d0eb3fj.jpg,False
40,193281,193266,https://ae01.alicdn.com/kf/S7465f2fd0c5946c8b3cb03b62249e929T.jpg,False
41,174134,174133,https://ae03.alicdn.com/kf/S2b24a37bdbdf4d8180c76e7599a772f6p.jpg,True
42,174135,174133,https://ae03.alicdn.com/kf/S44c360b4f53c49e7ab295875d206531b4.jpg,True
43,174136,174133,https://ae03.alicdn.com/kf/S7d8c37d885fa47e59f68bb06111ee030L.jpg,True
44,174137,174133,https://ae03.alicdn.com/kf/Sb0bc91a309dc47f9a26c6ac66266460cI.jpg,False
45,174138,174133,https://ae03.alicdn.com/kf/S7c3dc23931e24ef397f15f01d0346610O.jpg,False
46,174139,174133,https://ae03.alicdn.com/kf/S7a45ef1e6dd84750af481a05893277fc6.jpg,False
47,174140,174133,https://ae03.alicdn.com/kf/S3f8fed1baa2746c69e9cd5506d01fd4dL.jpg,False
48,174141,174133,https://ae03.alicdn.com/kf/S6c76c84ecdf443b2b37643e19605c3622.jpg,False
49,243084,243083,https://ae01.alicdn.com/kf/S4ab4fe7899844ad7af4b5ea6870b702bc.jpg,True
50,243085,243083,https://ae01.alicdn.com/kf/Sb39f5a6031344472a34034358219f2f0A.jpg,True
51,243086,243083,https://ae01.alicdn.com/kf/Sd4c609b2540c45f983248e4715640a4cJ.jpg,True
52,243087,243083,https://ae01.alicdn.com/kf/S654ffd1a62ad4f90b23de5ffd238ab91B.jpg,False
53,243088,243083,https://ae01.alicdn.com/kf/Sc9d4e2377bed453ca54f6ffbbd4864044.png,False
54,243089,243083,https://ae01.alicdn.com/kf/Sfa5bcecd737f479dba28d77e1ca54a5aJ.jpg,False
55,243090,243083,https://ae01.alicdn.com/kf/S57e80973fbca45bc9c4430d2fdedaafcj.jpg,False
56,243091,243083,https://ae01.alicdn.com/kf/S5e9e3c46a9e94e0bbe8fe228302fba834.jpg,False
57,213843,213842,https://ae01.alicdn.com/kf/Sdcb7090060ab451db54da12dce1bcd21D.jpg,True
58,213844,213842,https://ae01.alicdn.com/kf/Se314f464cab549fa967123bba9e7bbc8R.jpg,True
59,213845,213842,https://ae01.alicdn.com/kf/S2e630811a0874d76a0c72c9fa08aa950s.jpg,True
60,213846,213842,https://ae01.alicdn.com/kf/Sd8b4faa492b84b52ab18c309ccde92617.jpg,False
61,213847,213842,https://ae01.alicdn.com/kf/S26c0a022230f427691e7bd137c46c8f06.jpg,False
62,213848,213842,https://ae01.alicdn.com/kf/S681955d04dce43edb4afcd0d082a531aC.jpg,False
63,213849,213842,https://ae01.alicdn.com/kf/Scd3cc83323be4616bb82707e78b74f5ex.jpg,False
64,213850,213842,https://ae01.alicdn.com/kf/S76dcdd58f41b43319914148cda53c39ft.jpg,False
65,213851,213842,https://ae01.alicdn.com/kf/S860535af61894bde9cc3aebe49f58f7dJ.jpg,False
66,381687,381686,https://ae01.alicdn.com/kf/Sa018ae3705144714919ccc2955cd467e4.jpg,True
67,381688,381686,https://ae01.alicdn.com/kf/Sed9d04c25b47445da074b76770ff783bK.png,True
68,381689,381686,https://ae01.alicdn.com/kf/S6f0c2547fafb42e8b35afe274f6728a4k.jpg,True
69,381690,381686,https://ae01.alicdn.com/kf/Sc26cb13c958043ee8464644722c62052w.jpg,False
70,381691,381686,https://ae01.alicdn.com/kf/S31cf6f4a4ec449d6a28c92ebdce6686eO.jpg,False
71,381692,381686,https://ae01.alicdn.com/kf/S396f0a18ab914b8aaa8fdffaadb09df8T.jpg,False
72,381693,381686,https://ae01.alicdn.com/kf/Sd30d70c2aefe49d687965e1ecf5798916.jpg,False
73,381694,381686,https://ae01.alicdn.com/kf/S8b2ec42eff37435fa855c8ee1246fc03k.jpg,False
74,381695,381686,https://ae01.alicdn.com/kf/Sdb9e2b96f4c64958b42120bfd50fe68dc.jpg,False
75,381696,381686,https://ae01.alicdn.com/kf/S095bb1168e6d48ceaf4fda2658859363Z.jpg,False
76,381697,381686,https://ae01.alicdn.com/kf/S6757fbd0f6c94918a8ce4c0639b2dd52p.jpg,False
77,381698,381686,https://ae01.alicdn.com/kf/Sbef240d149734b6396ce533e0dc7315bX.jpg,False
78,381699,381686,https://ae01.alicdn.com/kf/S01bd8e272f3e49be9d8ea37c6c9edac5s.jpg,False
79,381700,381686,https://ae01.alicdn.com/kf/S6899f8cc4bef450fbf119c02453ae5eb4.jpg,False
80,381701,381686,https://ae01.alicdn.com/kf/Sfff10a516e334d55bfde2fc02ab8b2d9J.jpg,False
81,381702,381686,https://ae01.alicdn.com/kf/S14ca138c45c342b7a25477603129846c8.jpg,False
82,381703,381686,https://ae01.alicdn.com/kf/S886651fbd7da411eb7283bbb6aab57324.jpg,False
83,139221,139220,https://ae01.alicdn.com/kf/S73e5b6b2ce6e4226a492d40ddead278c0.jpg,True
84,139222,139220,https://ae01.alicdn.com/kf/S915c15c2f46944c7abcea5f6a4db2f261.jpg,True
85,139223,139220,https://ae01.alicdn.com/kf/S7d381fee7fcc49d7b808b87ac4401f15d.jpg,True
86,139224,139220,https://ae01.alicdn.com/kf/S76a7adc2e04b433b86db71588b49de62w.jpg,False
87,139225,139220,https://ae01.alicdn.com/kf/S9de542f945424e3597d2c40bbde89355F.jpg,False
88,139226,139220,https://ae01.alicdn.com/kf/S36c7d56850504eb49723966180cd191dB.jpg,False
89,139227,139220,https://ae01.alicdn.com/kf/Sf0b221f7f6994e3babcd3ab6682bd1c9s.jpg,False
90,139228,139220,https://ae01.alicdn.com/kf/S8f402892ae3c4d0c81dc05b37a9f193el.jpg,False
91,139229,139220,https://ae01.alicdn.com/kf/S6d611701340a4404b606544828c73550O.jpg,False
92,139230,139220,https://ae01.alicdn.com/kf/S29c6034ff1d343e2a080abe2183ea3aeM.jpg,False
93,221118,221117,https://ae01.alicdn.com/kf/Sc7fa4e72112449a5851f3f43c5c6744fO.jpg,True
94,221119,221117,https://ae01.alicdn.com/kf/S241ca83a9f804ddeb9c9685cf3c5fb82G.jpg,True
95,221120,221117,https://ae01.alicdn.com/kf/S76031de5046b44f1bc17e377d8409ad0W.jpg,True
96,221121,221117,https://ae01.alicdn.com/kf/S430c56f3318b474197d19f4db95d4d1eQ.jpg,False
97,221122,221117,https://ae01.alicdn.com/kf/S5ae5770863c5449aa2585b6d335276997.jpg,False
98,221123,221117,https://ae01.alicdn.com/kf/Sc44753e2e3ed4bd48d821be26f388c43y.jpg,False
99,221124,221117,https://ae01.alicdn.com/kf/S63a40b4672d04a29ab8a6335884630908.jpg,False
100,221125,221117,https://ae01.alicdn.com/kf/S915a238cde1942aa990ad67d645df089M.jpg,False
101,221126,221117,https://ae01.alicdn.com/kf/Sf96f7a20de88445b92729c1fa74155568.jpg,False
102,221127,221117,https://ae01.alicdn.com/kf/S47be3428c89143278d4af48fca3887dfR.jpg,False
103,221128,221117,https://ae01.alicdn.com/kf/Sdab3a35ba3f14ce6bd1361196961f2135.jpg,False
104,221129,221117,https://ae01.alicdn.com/kf/S24759b1259624d5897309d2925cf6578v.jpg,False
105,221130,221117,https://ae01.alicdn.com/kf/Sd1143e3c65b24098a8e0c91c7fba130bD.jpg,False
106,221131,221117,https://ae01.alicdn.com/kf/Sc234e065593a4193b1d9b2498f2ef210S.jpg,False
107,221132,221117,https://ae01.alicdn.com/kf/S9c483e07e0704533a35496e40a4968e5C.jpg,False
108,221133,221117,https://ae01.alicdn.com/kf/Scc025e1c0f7a4b88b43b3214d94d155ee.jpg,False
109,221134,221117,https://ae01.alicdn.com/kf/S5d5239021639436ebbb5e072f399624dl.jpg,False
110,221135,221117,https://ae01.alicdn.com/kf/Sf20d0339d4744f08a28efd38e754ae99Z.jpg,False
111,212057,212056,https://ae01.alicdn.com/kf/S26461b4dee0f42e9ac50d0ee09fa5c5bA.jpg,True
112,212058,212056,https://ae01.alicdn.com/kf/S3700c79c1a3f4d629d8cdfdce6d07e1aC.jpg,True
113,212059,212056,https://ae01.alicdn.com/kf/Se132cb11c9164e3eba1f5c40bc404663Q.jpg,True
114,212060,212056,https://ae01.alicdn.com/kf/Sbc2ec1be60e4408ba7f087b20fa5ec22l.jpg,False
115,212061,212056,https://ae01.alicdn.com/kf/Se4ee6f9f95be47bab86758249aa578036.jpg,False
116,212062,212056,https://ae01.alicdn.com/kf/Saad295a2112d4a8ab1e7df0b82811bd0v.jpg,False
117,212063,212056,https://ae01.alicdn.com/kf/Sf7f7ea30cf374aa58f10904280737979J.jpg,False
118,212064,212056,https://ae01.alicdn.com/kf/S19f09810a6ba45eba5797a17657c007aM.jpg,False
119,227988,227987,https://ae01.alicdn.com/kf/S791bdd39ced14337b1a45c276d3db28dE.jpg,True
120,227989,227987,https://ae01.alicdn.com/kf/S9ba657baf61d44b2a1f1f74a8f6113b6U.jpg,True
121,227990,227987,https://ae01.alicdn.com/kf/Sb5d6acee7f5d435db9137769d0bdb5bdn.jpg,True
122,227991,227987,https://ae01.alicdn.com/kf/Se56c801864ce48069a6d33d9f1bbf0d6z.jpg,False
123,227992,227987,https://ae01.alicdn.com/kf/S1182eba712d74666b8534608dc6307aaQ.jpg,False
124,227993,227987,https://ae01.alicdn.com/kf/S59328e259dea4ad29fe461ad188f47ffy.jpg,False
125,227994,227987,https://ae01.alicdn.com/kf/Sc6a8d9c8ceb046b29c958be122bd00e51.jpg,False
126,227995,227987,https://ae01.alicdn.com/kf/Se26c0467635a4e6dbeb8506e4364cd79L.jpg,False
127,227996,227987,https://ae01.alicdn.com/kf/S3348009c0b5f46839698b603dc52f5dej.jpg,False
128,227997,227987,https://ae01.alicdn.com/kf/Sb154a3b56b75424b924370ac447e71f0Z.jpg,False
129,227998,227987,https://ae01.alicdn.com/kf/S078a4d4cb8c0423eb9e919cf136f7d92X.jpg,False
130,227999,227987,https://ae01.alicdn.com/kf/S64a1b83df7b54406bc3b321802f2543az.jpg,False
131,228000,227987,https://ae01.alicdn.com/kf/S3204c68db7904b079dd4b636f6a3e85aB.jpg,False
132,228001,227987,https://ae01.alicdn.com/kf/S3b6f3fb05ead44c7929bb6b9384864716.jpg,False
133,228002,227987,https://ae01.alicdn.com/kf/S5b739910281a44099678ecb92e3bfc58d.jpg,False
134,228003,227987,https://ae01.alicdn.com/kf/S24f7c01924654729acfc648c376b32db1.jpg,False
135,228004,227987,https://ae01.alicdn.com/kf/S3396ac18b0c6472a9fd661d20bc57aa4i.jpg,False
136,224306,224305,https://ae03.alicdn.com/kf/S3a4055d073c84a6896d4cc5ada627e03A.jpg,True
137,224307,224305,https://ae01.alicdn.com/kf/H7016209f3e0f4a19a66f149a7a948fb2V.jpg,True
