product_img_id,product_id,product_img_url
648083,722584,https://iuhkart.blob.core.windows.net/product/2251832246069710-110v-au-length150-width50cm
648096,722584,https://iuhkart.blob.core.windows.net/product/2251832246069710-220v-eu-plug-length160-width70cm
648098,722584,https://iuhkart.blob.core.windows.net/product/2251832246069710-220v-au-length160-width70cm
648088,722584,https://iuhkart.blob.core.windows.net/product/2251832246069710-110v-eu-plug-length160-width70cm
648094,722584,https://iuhkart.blob.core.windows.net/product/2251832246069710-220v-us-plug-length160-width70cm
648100,722584,https://iuhkart.blob.core.windows.net/product/2251832246069710-110v-us-plug-length160-width70cm
648103,722584,https://iuhkart.blob.core.windows.net/product/2251832246069710-220v-uk-length150-width50cm
648107,722584,https://iuhkart.blob.core.windows.net/product/2251832246069710-220v-au-length150-width50cm
648109,722584,https://iuhkart.blob.core.windows.net/product/2251832246069710-220v-eu-plug-length150-width50cm
648105,722584,https://iuhkart.blob.core.windows.net/product/2251832246069710-110v-us-plug-length150-width50cm
2644806,5314783,https://iuhkart.blob.core.windows.net/product/3256805689933653-11
2644795,5314783,https://iuhkart.blob.core.windows.net/product/3256805689933653-02
2644804,5314783,https://iuhkart.blob.core.windows.net/product/3256805689933653-07
2644805,5314783,https://iuhkart.blob.core.windows.net/product/3256805689933653-12
2644797,5314783,https://iuhkart.blob.core.windows.net/product/3256805689933653-06
2644796,5314783,https://iuhkart.blob.core.windows.net/product/3256805689933653-01
2644798,5314783,https://iuhkart.blob.core.windows.net/product/3256805689933653-05
2644799,5314783,https://iuhkart.blob.core.windows.net/product/3256805689933653-04
2644802,5314783,https://iuhkart.blob.core.windows.net/product/3256805689933653-09
2644803,5314783,https://iuhkart.blob.core.windows.net/product/3256805689933653-08
363990,428387,https://iuhkart.blob.core.windows.net/product/3256806003868002-15mm-cover-pole
363985,428387,https://iuhkart.blob.core.windows.net/product/3256806003868002-15mm-cover
363982,428387,https://iuhkart.blob.core.windows.net/product/3256806003868002-18mm-cover
363987,428387,https://iuhkart.blob.core.windows.net/product/3256806003868002-18mm-head
363984,428387,https://iuhkart.blob.core.windows.net/product/3256806003868002-12mm-head
363993,428387,https://iuhkart.blob.core.windows.net/product/3256806003868002-18mm-cover-pole
648007,703419,https://iuhkart.blob.core.windows.net/product/3256806147698507-black
648005,703419,https://iuhkart.blob.core.windows.net/product/3256806147698507-silver-gray
2645001,5315001,https://iuhkart.blob.core.windows.net/product/3256805506076658-pink
2645003,5315001,https://iuhkart.blob.core.windows.net/product/3256805506076658-white
2645002,5315001,https://iuhkart.blob.core.windows.net/product/3256805506076658-green
2645045,5315024,https://iuhkart.blob.core.windows.net/product/3256804948864639-7705-blue-9-5
2645047,5315024,https://iuhkart.blob.core.windows.net/product/3256804948864639-7705-black-6
2645069,5315024,https://iuhkart.blob.core.windows.net/product/3256804948864639-7901-black-6-5
2645027,5315024,https://iuhkart.blob.core.windows.net/product/3256804948864639-7705-black-9-5
2645029,5315024,https://iuhkart.blob.core.windows.net/product/3256804948864639-7705-black-7
2645033,5315024,https://iuhkart.blob.core.windows.net/product/3256804948864639-7705-black-12
2645037,5315024,https://iuhkart.blob.core.windows.net/product/3256804948864639-7705-black-11
2645043,5315024,https://iuhkart.blob.core.windows.net/product/3256804948864639-7705-blue-8-5
2645035,5315024,https://iuhkart.blob.core.windows.net/product/3256804948864639-7705-black-10
2645031,5315024,https://iuhkart.blob.core.windows.net/product/3256804948864639-7705-black-8
2645717,5315749,https://iuhkart.blob.core.windows.net/product/3256804811828344-brown-41
2645742,5315749,https://iuhkart.blob.core.windows.net/product/3256804811828344-brown-plush-39
2645705,5315749,https://iuhkart.blob.core.windows.net/product/3256804811828344-black-43
2645708,5315749,https://iuhkart.blob.core.windows.net/product/3256804811828344-brown-40
2645709,5315749,https://iuhkart.blob.core.windows.net/product/3256804811828344-black-39
2645706,5315749,https://iuhkart.blob.core.windows.net/product/3256804811828344-black-44
2645710,5315749,https://iuhkart.blob.core.windows.net/product/3256804811828344-black-40
2645712,5315749,https://iuhkart.blob.core.windows.net/product/3256804811828344-black-42
2645713,5315749,https://iuhkart.blob.core.windows.net/product/3256804811828344-grey-39
2645707,5315749,https://iuhkart.blob.core.windows.net/product/3256804811828344-brown-39
2645119,5315126,https://iuhkart.blob.core.windows.net/product/3256805461503743-1-pcs-china
702666,756123,https://iuhkart.blob.core.windows.net/product/3256804675580449-silver
2645206,5315223,https://iuhkart.blob.core.windows.net/product/2251832635104260-red
2645320,5315278,https://iuhkart.blob.core.windows.net/product/2255800737009093-brown-8
2645396,5315278,https://iuhkart.blob.core.windows.net/product/2255800737009093-white-punching-12-5
2645292,5315278,https://iuhkart.blob.core.windows.net/product/2255800737009093-yellow-punching-10-5
2645377,5315278,https://iuhkart.blob.core.windows.net/product/2255800737009093-black-punching-12-5
2645429,5315278,https://iuhkart.blob.core.windows.net/product/2255800737009093-blue-13
2645259,5315278,https://iuhkart.blob.core.windows.net/product/2255800737009093-yellow-punching-12-5
2645261,5315278,https://iuhkart.blob.core.windows.net/product/2255800737009093-yellow-punching-11-5
2645267,5315278,https://iuhkart.blob.core.windows.net/product/2255800737009093-blue-punching-7
2645269,5315278,https://iuhkart.blob.core.windows.net/product/2255800737009093-blue-punching-8-5
2645272,5315278,https://iuhkart.blob.core.windows.net/product/2255800737009093-blue-punching-10-5
2645486,5315476,https://iuhkart.blob.core.windows.net/product/3256802611486627-brown-10-5
2645453,5315476,https://iuhkart.blob.core.windows.net/product/3256802611486627-black-6-5
2645454,5315476,https://iuhkart.blob.core.windows.net/product/3256802611486627-black-7-5
2645456,5315476,https://iuhkart.blob.core.windows.net/product/3256802611486627-black-12
2645455,5315476,https://iuhkart.blob.core.windows.net/product/3256802611486627-black-7
2645466,5315476,https://iuhkart.blob.core.windows.net/product/3256802611486627-black-10-5
2645468,5315476,https://iuhkart.blob.core.windows.net/product/3256802611486627-black-9-5
2645460,5315476,https://iuhkart.blob.core.windows.net/product/3256802611486627-black-13
2645476,5315476,https://iuhkart.blob.core.windows.net/product/3256802611486627-brown-9
2645482,5315476,https://iuhkart.blob.core.windows.net/product/3256802611486627-brown-14
2645557,5315583,https://iuhkart.blob.core.windows.net/product/2255799969256044-navy-9-5
2645554,5315583,https://iuhkart.blob.core.windows.net/product/2255799969256044-navy-8-5
2645555,5315583,https://iuhkart.blob.core.windows.net/product/2255799969256044-navy-8
2645562,5315583,https://iuhkart.blob.core.windows.net/product/2255799969256044-black-8-5
2645560,5315583,https://iuhkart.blob.core.windows.net/product/2255799969256044-navy-6-5
2645566,5315583,https://iuhkart.blob.core.windows.net/product/2255799969256044-black-6
2645567,5315583,https://iuhkart.blob.core.windows.net/product/2255799969256044-black-8
2645559,5315583,https://iuhkart.blob.core.windows.net/product/2255799969256044-navy-7
2645556,5315583,https://iuhkart.blob.core.windows.net/product/2255799969256044-navy-10
2645563,5315583,https://iuhkart.blob.core.windows.net/product/2255799969256044-black-10
2645762,5315806,https://iuhkart.blob.core.windows.net/product/3256805257731798-black-45
2645774,5315806,https://iuhkart.blob.core.windows.net/product/3256805257731798-black-43
2645768,5315806,https://iuhkart.blob.core.windows.net/product/3256805257731798-white-39
2645772,5315806,https://iuhkart.blob.core.windows.net/product/3256805257731798-black-42
2645777,5315806,https://iuhkart.blob.core.windows.net/product/3256805257731798-black-38
2645779,5315806,https://iuhkart.blob.core.windows.net/product/3256805257731798-black-39
2645766,5315806,https://iuhkart.blob.core.windows.net/product/3256805257731798-white-38
2645770,5315806,https://iuhkart.blob.core.windows.net/product/3256805257731798-black-41
2645775,5315806,https://iuhkart.blob.core.windows.net/product/3256805257731798-black-44
2645764,5315806,https://iuhkart.blob.core.windows.net/product/3256805257731798-black-46
2645545,5315519,https://iuhkart.blob.core.windows.net/product/3256804596041385-2-39
2645524,5315519,https://iuhkart.blob.core.windows.net/product/3256804596041385-3-43
2645498,5315519,https://iuhkart.blob.core.windows.net/product/3256804596041385-1-46
2645499,5315519,https://iuhkart.blob.core.windows.net/product/3256804596041385-1-45
2645500,5315519,https://iuhkart.blob.core.windows.net/product/3256804596041385-1-44
2645502,5315519,https://iuhkart.blob.core.windows.net/product/3256804596041385-1-42
2645503,5315519,https://iuhkart.blob.core.windows.net/product/3256804596041385-1-41
2645505,5315519,https://iuhkart.blob.core.windows.net/product/3256804596041385-1-39
2645506,5315519,https://iuhkart.blob.core.windows.net/product/3256804596041385-1-38
2645507,5315519,https://iuhkart.blob.core.windows.net/product/3256804596041385-4-48
2645412,5315422,https://iuhkart.blob.core.windows.net/product/3256805839435312-golen1058-gd
2645445,5315422,https://iuhkart.blob.core.windows.net/product/3256805839435312-red3358-rd
2645404,5315422,https://iuhkart.blob.core.windows.net/product/3256805839435312-red1643-rd
2645410,5315422,https://iuhkart.blob.core.windows.net/product/3256805839435312-golden1638-mx
2645414,5315422,https://iuhkart.blob.core.windows.net/product/3256805839435312-green0859-gn
2645406,5315422,https://iuhkart.blob.core.windows.net/product/3256805839435312-color1640-mx
2645408,5315422,https://iuhkart.blob.core.windows.net/product/3256805839435312-golden1639-mx
2645420,5315422,https://iuhkart.blob.core.windows.net/product/3256805839435312-golden2643-gd
2645422,5315422,https://iuhkart.blob.core.windows.net/product/3256805839435312-green2545-gn
2645428,5315422,https://iuhkart.blob.core.windows.net/product/3256805839435312-green1855-gn
2645789,5315836,https://iuhkart.blob.core.windows.net/product/3256805503963190-china
471640,535657,https://iuhkart.blob.core.windows.net/product/3256803140581795-us-plug-blue
471648,535657,https://iuhkart.blob.core.windows.net/product/3256803140581795-eu-plug-blue
471645,535657,https://iuhkart.blob.core.windows.net/product/3256803140581795-uk-blue
2645570,5314222,https://iuhkart.blob.core.windows.net/product/3256805829257167-4
2645573,5314222,https://iuhkart.blob.core.windows.net/product/3256805829257167-2
2645571,5314222,https://iuhkart.blob.core.windows.net/product/3256805829257167-3
2645575,5314222,https://iuhkart.blob.core.windows.net/product/3256805829257167-1
2645569,5314222,https://iuhkart.blob.core.windows.net/product/3256805829257167-5
646139,889,https://iuhkart.blob.core.windows.net/product/3256805984042162-coffee-color-30cm
646140,889,https://iuhkart.blob.core.windows.net/product/3256805984042162-army-green-30cm
646146,889,https://iuhkart.blob.core.windows.net/product/3256805984042162-blue-30cm
646142,889,https://iuhkart.blob.core.windows.net/product/3256805984042162-khaki-30cm
646144,889,https://iuhkart.blob.core.windows.net/product/3256805984042162-black-30cm
1588,21141,https://iuhkart.blob.core.windows.net/product/3256806103966180-apricot-no-box
1586,21141,https://iuhkart.blob.core.windows.net/product/3256806103966180-apricot-with-bag
1590,21141,https://iuhkart.blob.core.windows.net/product/3256806103966180-blue-no-box
1584,21141,https://iuhkart.blob.core.windows.net/product/3256806103966180-blue-with-bag
1550,533,https://iuhkart.blob.core.windows.net/product/2255799857510903-grey-blue
1549,533,https://iuhkart.blob.core.windows.net/product/2255799857510903-black
1551,533,https://iuhkart.blob.core.windows.net/product/2255799857510903-dark-red
1552,533,https://iuhkart.blob.core.windows.net/product/2255799857510903-apricot
1547,533,https://iuhkart.blob.core.windows.net/product/2255799857510903-blue
1541,533,https://iuhkart.blob.core.windows.net/product/2255799857510903-light-grey
1545,533,https://iuhkart.blob.core.windows.net/product/2255799857510903-khaki
1538,533,https://iuhkart.blob.core.windows.net/product/2255799857510903-deep-blue
1543,533,https://iuhkart.blob.core.windows.net/product/2255799857510903-purple
1536,533,https://iuhkart.blob.core.windows.net/product/2255799857510903-hot-pink
1612,549,https://iuhkart.blob.core.windows.net/product/3256805900578049-pink
1618,549,https://iuhkart.blob.core.windows.net/product/3256805900578049-black
1615,549,https://iuhkart.blob.core.windows.net/product/3256805900578049-white
1621,549,https://iuhkart.blob.core.windows.net/product/3256805900578049-blue
1491,526,https://iuhkart.blob.core.windows.net/product/3256805219607198-brown-23x10x18cm
1494,526,https://iuhkart.blob.core.windows.net/product/3256805219607198-pink-23x10x18cm
1498,526,https://iuhkart.blob.core.windows.net/product/3256805219607198-khaki-23x10x18cm
1492,526,https://iuhkart.blob.core.windows.net/product/3256805219607198-green-23x10x18cm
1500,526,https://iuhkart.blob.core.windows.net/product/3256805219607198-black-23x10x18cm
1496,526,https://iuhkart.blob.core.windows.net/product/3256805219607198-beige-23x10x18cm
1560,544,https://iuhkart.blob.core.windows.net/product/3256805786069955-grey
1563,544,https://iuhkart.blob.core.windows.net/product/3256805786069955-brown
1568,544,https://iuhkart.blob.core.windows.net/product/3256805786069955-black
1566,544,https://iuhkart.blob.core.windows.net/product/3256805786069955-pink
111802,142457,https://iuhkart.blob.core.windows.net/product/1005002396045450-dj075
111798,142457,https://iuhkart.blob.core.windows.net/product/1005002396045450-dj317-c
111800,142457,https://iuhkart.blob.core.windows.net/product/1005002396045450-dj45-b
111791,142457,https://iuhkart.blob.core.windows.net/product/1005002396045450-dj087-e
111789,142457,https://iuhkart.blob.core.windows.net/product/1005002396045450-dj087-a
111795,142457,https://iuhkart.blob.core.windows.net/product/1005002396045450-dj317-a
1775,21757,https://iuhkart.blob.core.windows.net/product/3256806046929407-stc451
1773,21757,https://iuhkart.blob.core.windows.net/product/3256806046929407-stc445
1774,21757,https://iuhkart.blob.core.windows.net/product/3256806046929407-stc449
1782,21757,https://iuhkart.blob.core.windows.net/product/3256806046929407-ktc888
1785,21757,https://iuhkart.blob.core.windows.net/product/3256806046929407-ktc883
1777,21757,https://iuhkart.blob.core.windows.net/product/3256806046929407-ktc896
1779,21757,https://iuhkart.blob.core.windows.net/product/3256806046929407-stc453
1790,21757,https://iuhkart.blob.core.windows.net/product/3256806046929407-ktc900
1789,21757,https://iuhkart.blob.core.windows.net/product/3256806046929407-ktc895
1788,21757,https://iuhkart.blob.core.windows.net/product/3256806046929407-ktc881
111467,150978,https://iuhkart.blob.core.windows.net/product/3256805253464949-kaqi
111471,150978,https://iuhkart.blob.core.windows.net/product/3256805253464949-black
111476,150978,https://iuhkart.blob.core.windows.net/product/3256805253464949-coffee
1719,21241,https://iuhkart.blob.core.windows.net/product/3256805055539118-a-green
1726,21241,https://iuhkart.blob.core.windows.net/product/3256805055539118-a-white
1709,21241,https://iuhkart.blob.core.windows.net/product/3256805055539118-pink
1722,21241,https://iuhkart.blob.core.windows.net/product/3256805055539118-snail-pink
1704,21241,https://iuhkart.blob.core.windows.net/product/3256805055539118-snail-green
1702,21241,https://iuhkart.blob.core.windows.net/product/3256805055539118-amber
1706,21241,https://iuhkart.blob.core.windows.net/product/3256805055539118-snail-brown
1712,21241,https://iuhkart.blob.core.windows.net/product/3256805055539118-green
1717,21241,https://iuhkart.blob.core.windows.net/product/3256805055539118-cicada-yellow
1732,21241,https://iuhkart.blob.core.windows.net/product/3256805055539118-c
1918,21485,https://iuhkart.blob.core.windows.net/product/3256805385724452-white
111514,142017,https://iuhkart.blob.core.windows.net/product/1005005997041670-random-gold-silver
111504,142017,https://iuhkart.blob.core.windows.net/product/1005005997041670-random-mix-blue
111492,142017,https://iuhkart.blob.core.windows.net/product/1005005997041670-random-mix-black
111502,142017,https://iuhkart.blob.core.windows.net/product/1005005997041670-random-mix-green
111489,142017,https://iuhkart.blob.core.windows.net/product/1005005997041670-random-mix-red
111498,142017,https://iuhkart.blob.core.windows.net/product/1005005997041670-random-mix-pink
111500,142017,https://iuhkart.blob.core.windows.net/product/1005005997041670-random-mix-purpple
111495,142017,https://iuhkart.blob.core.windows.net/product/1005005997041670-random-mix-white
111517,142017,https://iuhkart.blob.core.windows.net/product/1005005997041670-random-mix-colos
111511,142017,https://iuhkart.blob.core.windows.net/product/1005005997041670-random-mix-gold
3082813,5783143,https://iuhkart.blob.core.windows.net/product/3256804550790300-pink-one-size
3082819,5783143,https://iuhkart.blob.core.windows.net/product/3256804550790300-green-one-size
3082835,5783143,https://iuhkart.blob.core.windows.net/product/3256804550790300-red-one-size
3082826,5783143,https://iuhkart.blob.core.windows.net/product/3256804550790300-white-one-size
3082838,5783143,https://iuhkart.blob.core.windows.net/product/3256804550790300-black-one-size
3082829,5783143,https://iuhkart.blob.core.windows.net/product/3256804550790300-silver-one-size
3082815,5783143,https://iuhkart.blob.core.windows.net/product/3256804550790300-blue-one-size
3082823,5783143,https://iuhkart.blob.core.windows.net/product/3256804550790300-all-red-one-size
3082846,5783143,https://iuhkart.blob.core.windows.net/product/3256804550790300-black-cross-one-size
3082817,5783143,https://iuhkart.blob.core.windows.net/product/3256804550790300-purple-one-size
1909,606,https://iuhkart.blob.core.windows.net/product/3256805391112524-white
